video name,MOS,Err
1080p_clip_10_codec_1_quality_1,2.21822617644607,0.113960938105495
1080p_clip_10_codec_1_quality_2,2.75899871784721,0.101174153770469
1080p_clip_10_codec_1_quality_3,2.81066045373466,0.094073012090617
1080p_clip_10_codec_1_quality_4,3.48348306293309,0.093446713785417
1080p_clip_10_codec_1_quality_5,3.66790013043466,0.103001408010523
1080p_clip_10_codec_1_quality_6,3.5183460217079,0.094915727731739
1080p_clip_10_codec_2_quality_1,1.41764037017188,0.088124046312063
1080p_clip_10_codec_2_quality_2,2.29588539965622,0.08339879022395
1080p_clip_10_codec_2_quality_3,2.99314076602079,0.092749693071017
1080p_clip_10_codec_2_quality_4,3.35089019386176,0.092608475021683
1080p_clip_10_codec_2_quality_5,3.43710209304047,0.108584538121284
1080p_clip_10_codec_2_quality_6,3.35020438273979,0.103478132394681
1080p_clip_10_codec_3_quality_1,1.34651912847254,0.089996834801192
1080p_clip_10_codec_3_quality_2,2.31611044771523,0.091268665160797
1080p_clip_10_codec_3_quality_3,3.01652527507643,0.105403472990819
1080p_clip_10_codec_3_quality_4,3.16463104080298,0.097421152235049
1080p_clip_10_codec_3_quality_5,3.54637544408201,0.097992588807249
1080p_clip_10_codec_3_quality_6,3.68209330145113,0.100246273637152
1080p_clip_10_codec_4_quality_1,1.5151547554946,0.078788028819051
1080p_clip_10_codec_4_quality_2,2.06409913991583,0.093930491298085
1080p_clip_10_codec_4_quality_3,2.58502900402035,0.076687196815776
1080p_clip_10_codec_4_quality_4,2.91209214986241,0.106438104084868
1080p_clip_10_codec_4_quality_5,3.17196766265552,0.104544572519329
1080p_clip_10_codec_4_quality_6,3.36479315310861,0.110820089643584
1080p_clip_12_codec_1_quality_1,2.50309500111961,0.121264692111631
1080p_clip_12_codec_1_quality_2,2.97057843161243,0.108153794180206
1080p_clip_12_codec_1_quality_3,2.9563439784539,0.103997307691634
1080p_clip_12_codec_1_quality_4,3.50272528288574,0.108559980220388
1080p_clip_12_codec_1_quality_5,3.57173349323018,0.106870125365958
1080p_clip_12_codec_1_quality_6,3.82105535213584,0.129902033773882
1080p_clip_12_codec_2_quality_1,1.33723178520976,0.068797729169452
1080p_clip_12_codec_2_quality_2,2.13997978121592,0.108342429020528
1080p_clip_12_codec_2_quality_3,3.20697845816924,0.098664651880366
1080p_clip_12_codec_2_quality_4,3.52591558249398,0.109133904243257
1080p_clip_12_codec_2_quality_5,3.4553837045677,0.123007407795315
1080p_clip_12_codec_2_quality_6,3.84044797992207,0.143321351702494
1080p_clip_12_codec_3_quality_1,1.27953095865724,0.071084828259588
1080p_clip_12_codec_3_quality_2,2.25690244289632,0.096524770748791
1080p_clip_12_codec_3_quality_3,3.0313254603776,0.112458637025596
1080p_clip_12_codec_3_quality_4,3.30945098949397,0.104831277267335
1080p_clip_12_codec_3_quality_5,3.73070735672614,0.11153895024342
1080p_clip_12_codec_3_quality_6,3.78238910919234,0.140456530156396
1080p_clip_12_codec_4_quality_1,2.07059324096902,0.098236401221737
1080p_clip_12_codec_4_quality_2,2.25134567736058,0.10517990983358
1080p_clip_12_codec_4_quality_3,2.82976705287076,0.105254826310118
1080p_clip_12_codec_4_quality_4,3.27105487945444,0.149956459316253
1080p_clip_12_codec_4_quality_5,3.67521766052761,0.111077961595206
1080p_clip_12_codec_4_quality_6,3.62741764000987,0.076333946097829
1080p_clip_2_codec_1_quality_1,2.48792549475683,0.043568017324088
1080p_clip_2_codec_1_quality_2,3.08365256650146,0.076990939473299
1080p_clip_2_codec_1_quality_3,3.09543794081503,0.092066853708551
1080p_clip_2_codec_1_quality_4,3.78030912674555,0.083105783913621
1080p_clip_2_codec_1_quality_5,3.93954193814631,0.092415435886375
1080p_clip_2_codec_1_quality_6,4.06726307235928,0.096242233688521
1080p_clip_2_codec_2_quality_1,1.43014828411132,0.092644634090333
1080p_clip_2_codec_2_quality_2,2.92219797259978,0.078427176742201
1080p_clip_2_codec_2_quality_3,3.50757610791363,0.08690783244005
1080p_clip_2_codec_2_quality_4,3.76611295951017,0.082228811932885
1080p_clip_2_codec_2_quality_5,3.93579192284784,0.07594675828482
1080p_clip_2_codec_2_quality_6,4.0769270782661,0.092647070439915
1080p_clip_2_codec_3_quality_1,1.48711231819535,0.086285412614808
1080p_clip_2_codec_3_quality_2,2.44360753601772,0.09195855212902
1080p_clip_2_codec_3_quality_3,3.52465379052363,0.077105754299515
1080p_clip_2_codec_3_quality_4,3.89821004571358,0.070507346683314
1080p_clip_2_codec_3_quality_5,3.84396560241802,0.102506341127761
1080p_clip_2_codec_3_quality_6,4.14501007963287,0.081601604419826
1080p_clip_2_codec_4_quality_1,1.61604700780591,0.098767340883503
1080p_clip_2_codec_4_quality_2,2.34139179177675,0.088709885562872
1080p_clip_2_codec_4_quality_3,3.02974070009246,0.10751996644086
1080p_clip_2_codec_4_quality_4,3.62375718968971,0.090768712177337
1080p_clip_2_codec_4_quality_5,3.89717238709634,0.102314563343329
1080p_clip_2_codec_4_quality_6,4.07075994631008,0.088981695209508
1080p_clip_3_codec_1_quality_1,2.52941565397261,0.082732681401796
1080p_clip_3_codec_1_quality_2,2.80658869997684,0.074877479175529
1080p_clip_3_codec_1_quality_3,3.19283484895511,0.097364341444824
1080p_clip_3_codec_1_quality_4,3.67198876782432,0.094820780861673
1080p_clip_3_codec_1_quality_5,3.95307383286748,0.090828100424924
1080p_clip_3_codec_1_quality_6,4.1533692826748,0.114919953766755
1080p_clip_3_codec_2_quality_1,1.73516540302717,0.10393327238704
1080p_clip_3_codec_2_quality_2,2.60875136904874,0.09318852498673
1080p_clip_3_codec_2_quality_3,3.54301791344908,0.076266204893549
1080p_clip_3_codec_2_quality_4,3.60545622510945,0.083819775763912
1080p_clip_3_codec_2_quality_5,3.90539105090131,0.100794809213159
1080p_clip_3_codec_2_quality_6,4.01888010457424,0.055843413471847
1080p_clip_3_codec_3_quality_1,1.69401532283914,0.085353311434632
1080p_clip_3_codec_3_quality_2,2.37095497117687,0.090227998631236
1080p_clip_3_codec_3_quality_3,3.19988470482397,0.07417105684584
1080p_clip_3_codec_3_quality_4,3.68164812146806,0.096591845174702
1080p_clip_3_codec_3_quality_5,4.07969430528936,0.086264453095113
1080p_clip_3_codec_3_quality_6,4.16994214373388,0.100070848180037
1080p_clip_3_codec_4_quality_1,2.09189681304433,0.081973320693566
1080p_clip_3_codec_4_quality_2,2.65077352397815,0.088783773097578
1080p_clip_3_codec_4_quality_3,3.42917080448165,0.08301256944214
1080p_clip_3_codec_4_quality_4,3.87842626711073,0.095637105070546
1080p_clip_3_codec_4_quality_5,3.86654220892268,0.087523222449954
1080p_clip_3_codec_4_quality_6,3.97628792267532,0.116139890121009
1080p_clip_4_codec_1_quality_1,2.07575848162437,0.091827494609448
1080p_clip_4_codec_1_quality_2,2.55939629164259,0.080971980798996
1080p_clip_4_codec_1_quality_3,2.78171989546726,0.08747053556297
1080p_clip_4_codec_1_quality_4,3.61004427184275,0.083804464710473
1080p_clip_4_codec_1_quality_5,3.68023073369583,0.09825952856613
1080p_clip_4_codec_1_quality_6,3.73022610790074,0.087668280806354
1080p_clip_4_codec_2_quality_1,1.17915741855272,0.087082157404347
1080p_clip_4_codec_2_quality_2,2.19526485149166,0.082952032449414
1080p_clip_4_codec_2_quality_3,3.19572710876281,0.047822249304808
1080p_clip_4_codec_2_quality_4,3.53161969705098,0.083247452345592
1080p_clip_4_codec_2_quality_5,3.68280189456825,0.110636743200162
1080p_clip_4_codec_2_quality_6,3.98381112147698,0.105974867379083
1080p_clip_4_codec_3_quality_1,1.30149761254307,0.064220156798437
1080p_clip_4_codec_3_quality_2,2.16593152743838,0.078782209625402
1080p_clip_4_codec_3_quality_3,3.1628349447285,0.085861270411961
1080p_clip_4_codec_3_quality_4,3.3824460721695,0.071212338239264
1080p_clip_4_codec_3_quality_5,3.77731565976563,0.097982031956946
1080p_clip_4_codec_3_quality_6,3.9125883278549,0.081103362534267
1080p_clip_4_codec_4_quality_1,1.66763677894075,0.0954329253379
1080p_clip_4_codec_4_quality_2,2.06080351575799,0.0888272013378
1080p_clip_4_codec_4_quality_3,2.74791290056024,0.077910180179285
1080p_clip_4_codec_4_quality_4,2.93255921901017,0.087115009625588
1080p_clip_4_codec_4_quality_5,3.26362561680005,0.105213612900572
1080p_clip_4_codec_4_quality_6,3.42438279738419,0.123174528638687
1080p_clip_5_codec_1_quality_1,3.25816620214965,0.091308085746953
1080p_clip_5_codec_1_quality_2,3.28543877336193,0.083420461226539
1080p_clip_5_codec_1_quality_3,3.92542100356185,0.092779364615197
1080p_clip_5_codec_1_quality_4,4.06539031247642,0.095093687204741
1080p_clip_5_codec_1_quality_5,4.35850743461721,0.101390467557158
1080p_clip_5_codec_1_quality_6,4.26417469123946,0.094156505504513
1080p_clip_5_codec_2_quality_1,1.77526609127854,0.079337813455635
1080p_clip_5_codec_2_quality_2,2.93662872751466,0.093210431192429
1080p_clip_5_codec_2_quality_3,3.8263572068942,0.076187976770666
1080p_clip_5_codec_2_quality_4,4.18363316915525,0.087354294330947
1080p_clip_5_codec_2_quality_5,4.3192289062912,0.097275227787539
1080p_clip_5_codec_2_quality_6,4.40979982621194,0.048772485776494
1080p_clip_5_codec_3_quality_1,1.96500446822246,0.103007169061932
1080p_clip_5_codec_3_quality_2,2.74653526108035,0.090841819385968
1080p_clip_5_codec_3_quality_3,3.9247854787675,0.098308227364448
1080p_clip_5_codec_3_quality_4,4.24621799630637,0.083824446826236
1080p_clip_5_codec_3_quality_5,4.41864999250058,0.113720742837698
