"external_id","week","mo","tu","we","th","fr","sa","n","n_lowq","q2","n_full","n_obs","q4","week_q"
"88df4",7,2,2,4,4,4,4,7,2,3,26,35,"Filmiki na początku tygodnia były złej jakości chyba od środy  jakość była dobra stąd ogólna ocena z uwzględnieniem tych gorszych","2,2,4,4,4,4"
"898c1",7,2,2,4,4,4,4,7,2,4,26,35,NA,"2,2,4,4,4,4"
"8a560",7,2,2,4,4,4,4,7,2,3,26,35,NA,"2,2,4,4,4,4"
"8caa8",7,2,2,4,4,4,4,7,2,4,26,35,NA,"2,2,4,4,4,4"
"9d7d1",7,2,2,4,4,4,4,7,2,4,26,35,NA,"2,2,4,4,4,4"
"a711f",7,2,2,4,4,4,4,7,2,4,26,35,NA,"2,2,4,4,4,4"
"b7150",7,2,2,4,4,4,4,7,2,4,26,35,NA,"2,2,4,4,4,4"
"bb4ea",7,2,2,4,4,4,4,7,2,4,26,35,NA,"2,2,4,4,4,4"
"bb8d0",7,2,2,4,4,4,4,7,2,4,26,35,NA,"2,2,4,4,4,4"
"bd209",7,2,2,4,4,4,4,7,2,4,26,35,NA,"2,2,4,4,4,4"
"c05b7",7,2,2,4,4,4,4,7,2,5,26,35,"W poniedziałek i wtorek jakość filmów była średnia, w pozostałe dni wspaniała.","2,2,4,4,4,4"
"c42b6",7,2,2,4,4,4,NA,6,2,5,26,35,"Większość filmików była b. dobrej jakości","2,2,4,4,4,NA"
"d45b5",7,2,2,4,4,4,4,7,2,3,26,35,"Pierwsze filmiki były słabe; późniejsze w dobrej jakości","2,2,4,4,4,4"
"f0ed7",7,2,2,NA,4,4,NA,5,2,4,26,35,NA,"2,2,NA,4,4,NA"
"f1308",7,2,NA,4,4,NA,4,5,1,5,26,35,"Jeśli dobrze pamiętam, początkiem tygodnia filmy były znacznie gorsze.","2,NA,4,4,NA,4"
"f75f6",7,2,2,4,4,4,4,7,2,4,26,35,"Pn zła
Wt zła 
Śr wspaniała
Czw - wspaniała
Pt - dobra
SB wspaniała","2,2,4,4,4,4"
"f7c29",7,2,2,4,4,4,4,7,2,4,26,35,NA,"2,2,4,4,4,4"
"f865c",7,2,2,4,4,4,4,7,2,4,26,35,NA,"2,2,4,4,4,4"
"00c2c",8,2,2,5,5,2,2,7,4,4,20,33,NA,"2,2,5,5,2,2"
"023ce",8,2,NA,5,5,2,2,6,3,3,20,33,NA,"2,NA,5,5,2,2"
"0d293",8,2,2,5,5,2,2,7,4,2,20,33,NA,"2,2,5,5,2,2"
"27e23",8,2,2,5,NA,2,2,6,4,3,20,33,NA,"2,2,5,NA,2,2"
"343ab",8,2,2,5,5,2,NA,6,3,3,20,33,NA,"2,2,5,5,2,NA"
"365cd",8,2,2,5,5,2,NA,6,3,3,20,33,NA,"2,2,5,5,2,NA"
"3adab",8,2,2,5,5,2,2,7,4,4,20,33,NA,"2,2,5,5,2,2"
"3fe63",8,2,NA,5,5,2,NA,5,2,3,20,33,"Znowu mam wrażenie, że jakość była zmienna, więc trudno dać jednoznaczną ocenę; czasem obraz był bez wad, a czasem (chyba częściej) był średni, gorszy.","2,NA,5,5,2,NA"
"40c71",8,2,2,5,5,2,2,7,4,4,20,33,NA,"2,2,5,5,2,2"
"4d5eb",8,2,2,NA,5,2,2,6,4,4,20,33,NA,"2,2,NA,5,2,2"
"54ed7",8,2,2,5,5,2,2,7,4,3,20,33,NA,"2,2,5,5,2,2"
"57ea9",8,2,2,5,5,2,2,7,4,4,20,33,"Środa i czwartek wspaniała reszta dobra","2,2,5,5,2,2"
"5aa56",8,2,2,5,5,2,2,7,4,3,20,33,NA,"2,2,5,5,2,2"
"5c3d1",8,2,2,5,5,2,2,7,4,4,20,33,NA,"2,2,5,5,2,2"
"7d03b",8,2,2,NA,5,2,2,6,4,3,20,33,NA,"2,2,NA,5,2,2"
"88df4",8,2,2,5,5,2,2,7,4,2,20,33,"Większość filmików nie była dobrej jakości słaba ostrość, trochę rozmazany obraz","2,2,5,5,2,2"
"898c1",8,2,2,5,5,2,2,7,4,3,20,33,NA,"2,2,5,5,2,2"
"8a560",8,2,2,NA,5,2,2,6,4,3,20,33,NA,"2,2,NA,5,2,2"
"9d7d1",8,2,2,5,5,2,2,7,4,4,20,33,NA,"2,2,5,5,2,2"
"a711f",8,2,2,5,5,2,2,7,4,2,20,33,NA,"2,2,5,5,2,2"
"b7150",8,2,2,5,5,NA,2,6,3,2,20,33,NA,"2,2,5,5,NA,2"
"bb4ea",8,2,2,5,5,2,2,7,4,2,20,33,NA,"2,2,5,5,2,2"
"bb8d0",8,2,2,5,5,2,NA,6,3,4,20,33,NA,"2,2,5,5,2,NA"
"bd209",8,2,2,5,5,2,2,7,4,3,20,33,NA,"2,2,5,5,2,2"
"c05b7",8,2,2,5,5,2,2,7,4,3,20,33,NA,"2,2,5,5,2,2"
"c42b6",8,2,2,5,5,2,2,7,4,4,20,33,"Początek tygodnia jakość znaczenie gorsza. Od połowy już bardzo dobra.","2,2,5,5,2,2"
"c565b",8,2,2,5,5,2,NA,6,3,3,20,33,"…","2,2,5,5,2,NA"
"d45b5",8,2,2,5,5,2,2,7,4,3,20,33,NA,"2,2,5,5,2,2"
"f0ed7",8,2,2,5,5,2,2,7,4,3,20,33,NA,"2,2,5,5,2,2"
"f1308",8,NA,2,5,5,2,NA,5,2,3,20,33,"Ciężko jest mi w tym momencie ocenić jakość wyświetlanych filmów. Mam wrażenie, że początkiem tygodnia były wyświetlane filmy o słabej jakości i tak samo pod koniec tego tygodnia. Natomiast już w środku tygodnia wyświetlane filmy były bardzo dobrej jakości.","NA,2,5,5,2,NA"
"f75f6",8,2,2,NA,5,2,2,6,4,1,20,33,NA,"2,2,NA,5,2,2"
"f7c29",8,2,2,5,5,2,2,7,4,2,20,33,NA,"2,2,5,5,2,2"
"f865c",8,2,2,5,5,2,2,7,4,3,20,33,NA,"2,2,5,5,2,2"
"00c2c",9,2,2,2,2,5,5,7,4,3,21,32,NA,"2,2,2,2,5,5"
"023ce",9,2,NA,2,2,5,5,6,3,3,21,32,"filmy w każdym dniu miały różną jakość, wiec ciężkie jest ocenienie jakosci wszystkich na raz","2,NA,2,2,5,5"
"0d293",9,2,2,2,2,5,5,7,4,4,21,32,NA,"2,2,2,2,5,5"
"27e23",9,2,2,2,2,5,5,7,4,3,21,32,NA,"2,2,2,2,5,5"
"365cd",9,2,2,NA,2,5,5,6,3,3,21,32,NA,"2,2,NA,2,5,5"
"3adab",9,2,2,2,2,5,5,7,4,3,21,32,NA,"2,2,2,2,5,5"
"40c71",9,2,2,2,2,5,5,7,4,3,21,32,NA,"2,2,2,2,5,5"
"4d5eb",9,NA,2,2,NA,NA,5,4,2,4,21,32,NA,"NA,2,2,NA,NA,5"
"50bf3",9,NA,2,2,2,5,5,6,3,3,21,32,NA,"NA,2,2,2,5,5"
"54ed7",9,2,2,NA,NA,NA,NA,3,2,4,21,32,NA,"2,2,NA,NA,NA,NA"
"5542e",9,2,NA,NA,2,5,5,5,2,3,21,32,NA,"2,NA,NA,2,5,5"
"559e2",9,2,2,2,2,5,5,7,4,4,21,32,NA,"2,2,2,2,5,5"
"57ea9",9,2,2,2,2,5,5,7,4,4,21,32,"Piątek i sobotę wspaniała reszta dni dobra","2,2,2,2,5,5"
"5870e",9,2,2,NA,2,5,NA,5,3,4,21,32,NA,"2,2,NA,2,5,NA"
"5aa56",9,2,2,2,2,5,5,7,4,3,21,32,NA,"2,2,2,2,5,5"
"5c3d1",9,2,2,2,2,5,5,7,4,4,21,32,NA,"2,2,2,2,5,5"
"7d03b",9,2,2,2,2,5,5,7,4,2,21,32,"Poniedziałek - Czwartek: słaba jakość 
Piątek - Sobota: umiarkowana jakość","2,2,2,2,5,5"
"88df4",9,2,2,2,2,5,5,7,4,2,21,32,"Filmiki były złej jakości obraz rozmyty i nieostry","2,2,2,2,5,5"
"9d7d1",9,NA,2,NA,NA,5,NA,3,1,4,21,32,NA,"NA,2,NA,NA,5,NA"
"a711f",9,2,2,2,2,5,5,7,4,2,21,32,NA,"2,2,2,2,5,5"
"b7150",9,2,2,2,2,5,5,7,4,4,21,32,NA,"2,2,2,2,5,5"
"bb4ea",9,2,2,2,2,5,5,7,4,2,21,32,NA,"2,2,2,2,5,5"
"bb8d0",9,2,2,2,2,5,5,7,4,3,21,32,NA,"2,2,2,2,5,5"
"bd209",9,2,2,2,2,5,5,7,4,3,21,32,NA,"2,2,2,2,5,5"
"c05b7",9,2,2,2,2,5,5,7,4,4,21,32,NA,"2,2,2,2,5,5"
"c42b6",9,2,2,2,2,5,5,7,4,3,21,32,"Zaczęły się pojawiać powiadomienia o dostępnym video 🙂","2,2,2,2,5,5"
"c565b",9,2,2,2,2,5,5,7,4,3,21,32,"Jakość filmów diametralnie się między sobą różni, w takim razie jak ocenić je zbiorczo za pomocą jednego określenia? Uważam, że ocena powinna być wystawiana codziennie po każdym pojedynczym filmie.","2,2,2,2,5,5"
"d45b5",9,2,2,2,2,5,5,7,4,3,21,32,NA,"2,2,2,2,5,5"
"f0ed7",9,2,NA,2,NA,5,5,5,2,4,21,32,NA,"2,NA,2,NA,5,5"
"f1308",9,2,2,2,NA,5,NA,5,3,3,21,32,"Wydaje mi się, że początkiem tygodnia (chyba tylko nawet w poniedziałek) film był słabej jakości. Później filmy miały umiarkowaną jakość. Ale mam wrażenie, że im bliżej niedzieli tym jakość się poprawiała.","2,2,2,NA,5,NA"
"f75f6",9,2,2,2,NA,5,5,6,3,2,21,32,NA,"2,2,2,NA,5,5"
"f865c",9,2,2,2,2,5,5,7,4,3,21,32,NA,"2,2,2,2,5,5"
"00c2c",10,5,5,2,2,2,2,7,4,4,23,37,NA,"5,5,2,2,2,2"
"023ce",10,5,5,2,2,2,NA,6,3,2,23,37,NA,"5,5,2,2,2,NA"
"0d293",10,5,5,2,2,2,2,7,4,3,23,37,NA,"5,5,2,2,2,2"
"27e23",10,5,5,2,2,2,2,7,4,3,23,37,NA,"5,5,2,2,2,2"
"343ab",10,5,5,2,NA,NA,2,5,2,4,23,37,NA,"5,5,2,NA,NA,2"
"365cd",10,5,NA,2,2,2,2,6,4,3,23,37,NA,"5,NA,2,2,2,2"
"3adab",10,5,5,2,2,2,2,7,4,2,23,37,"Niekiedy bywają dźwięki przełączania się pomiędzy wideo
Słaba jakość filmików była w tym tygodniu","5,5,2,2,2,2"
"3fe63",10,NA,5,NA,NA,2,NA,3,1,2,23,37,NA,"NA,5,NA,NA,2,NA"
"40c71",10,5,NA,2,2,NA,2,5,3,3,23,37,NA,"5,NA,2,2,NA,2"
"4d5eb",10,5,5,2,NA,NA,2,5,2,4,23,37,NA,"5,5,2,NA,NA,2"
"54ed7",10,5,5,2,2,2,2,7,4,2,23,37,NA,"5,5,2,2,2,2"
"5542e",10,5,5,2,2,NA,2,6,3,2,23,37,NA,"5,5,2,2,NA,2"
"559e2",10,5,5,2,2,2,2,7,4,3,23,37,NA,"5,5,2,2,2,2"
"57ea9",10,5,5,2,2,2,2,7,4,4,23,37,"Poniedziałek i wtorek super reszta dobra","5,5,2,2,2,2"
"5870e",10,5,5,2,2,2,2,7,4,4,23,37,NA,"5,5,2,2,2,2"
"5aa56",10,5,5,2,2,NA,2,6,3,3,23,37,NA,"5,5,2,2,NA,2"
"5c3d1",10,5,5,2,2,2,2,7,4,4,23,37,NA,"5,5,2,2,2,2"
"7d03b",10,5,5,2,2,2,2,7,4,2,23,37,"Poniedziałek - Wtorek i Piątek - Sobota: słaba jakość 
Środa I Czwartek: dobra jakość","5,5,2,2,2,2"
"88df4",10,5,5,2,2,2,2,7,4,1,23,37,"Prawie wszystkie filmy miały słabą jakość Może jeden trafił się dobrej jakości w połowie tygodnia Obraz falował i był nieostry trudno było zobaczyć szczegóły","5,5,2,2,2,2"
"898c1",10,NA,5,2,2,2,NA,5,3,4,23,37,NA,"NA,5,2,2,2,NA"
"8a560",10,5,5,2,2,2,2,7,4,4,23,37,NA,"5,5,2,2,2,2"
"8caa8",10,5,5,2,2,2,2,7,4,3,23,37,NA,"5,5,2,2,2,2"
"9d7d1",10,5,5,2,NA,2,2,6,3,4,23,37,NA,"5,5,2,NA,2,2"
"a711f",10,5,5,2,2,2,2,7,5,3,23,37,NA,"5,5,2,2,2,2"
"b7150",10,5,5,NA,2,2,NA,5,2,2,23,37,NA,"5,5,NA,2,2,NA"
"bb4ea",10,5,5,2,2,2,2,7,4,3,23,37,"Jakoś zmieniała się w trakcie wyświetlania.","5,5,2,2,2,2"
"bb8d0",10,5,5,2,2,2,2,7,4,3,23,37,NA,"5,5,2,2,2,2"
"bd209",10,5,5,2,2,2,2,7,4,2,23,37,NA,"5,5,2,2,2,2"
"c05b7",10,5,5,2,2,2,2,7,4,4,23,37,NA,"5,5,2,2,2,2"
"c42b6",10,5,5,2,2,2,2,7,4,3,23,37,NA,"5,5,2,2,2,2"
"c565b",10,5,5,2,2,2,2,7,4,3,23,37,NA,"5,5,2,2,2,2"
"d45b5",10,5,5,2,2,2,2,7,4,2,23,37,"Większość filmików była w kiepskiej jakości","5,5,2,2,2,2"
"f0ed7",10,NA,5,2,2,2,NA,5,3,3,23,37,NA,"NA,5,2,2,2,NA"
"f1308",10,5,5,2,NA,2,NA,5,2,3,23,37,"Filmy początkiem tygodnia były bardzo dobrej jakości, a z każdym kolejnym dniem ich jakość spadała.","5,5,2,NA,2,NA"
"f75f6",10,5,5,2,2,2,2,7,4,2,23,37,"Pn - wspaniała
Wt bardzo dobra 
Śr - zła
Czw - zła
Pt - zła
SB zła","5,5,2,2,2,2"
"f7c29",10,NA,NA,2,2,2,2,5,4,1,23,37,NA,"NA,NA,2,2,2,2"
"f865c",10,5,5,2,2,2,2,7,4,3,23,37,NA,"5,5,2,2,2,2"
"00c2c",11,2,2,4,4,2,2,7,4,4,24,32,NA,"2,2,4,4,2,2"
"0d293",11,2,2,4,4,2,2,7,4,3,24,32,NA,"2,2,4,4,2,2"
"27e23",11,2,2,4,4,2,2,7,4,2,24,32,NA,"2,2,4,4,2,2"
"343ab",11,2,2,4,4,2,2,7,4,2,24,32,NA,"2,2,4,4,2,2"
"365cd",11,2,2,4,4,2,2,7,4,3,24,32,NA,"2,2,4,4,2,2"
"3adab",11,2,2,4,4,2,2,7,4,3,24,32,"Niekiedy jakość była wspaniała, ale pod koniec tygodnia słaba","2,2,4,4,2,2"
"40c71",11,2,2,4,4,2,2,7,4,3,24,32,NA,"2,2,4,4,2,2"
"50bf3",11,2,2,NA,4,2,NA,5,3,4,24,32,NA,"2,2,NA,4,2,NA"
"54ed7",11,2,2,4,NA,NA,2,5,3,2,24,32,NA,"2,2,4,NA,NA,2"
"5542e",11,2,2,4,4,2,2,7,4,3,24,32,NA,"2,2,4,4,2,2"
"559e2",11,2,2,4,4,2,2,7,4,3,24,32,NA,"2,2,4,4,2,2"
"57ea9",11,2,2,4,4,2,2,7,4,4,24,32,"Środa i czwartek wspaniała reszta dobra","2,2,4,4,2,2"
"5aa56",11,2,2,4,4,2,2,7,4,3,24,32,NA,"2,2,4,4,2,2"
"5c3d1",11,2,2,4,4,2,2,7,4,4,24,32,NA,"2,2,4,4,2,2"
"7d03b",11,2,2,4,NA,2,2,6,4,2,24,32,NA,"2,2,4,NA,2,2"
"88df4",11,2,2,4,4,2,2,7,4,3,24,32,"Na ogół filmy nie były dobrej jakości ale pojawiły się może dwa dobrej stąd ogólna ocena umiarkowana","2,2,4,4,2,2"
"8a560",11,2,2,4,4,2,2,7,4,4,24,32,NA,"2,2,4,4,2,2"
"9d7d1",11,2,2,4,4,2,2,7,4,4,24,32,NA,"2,2,4,4,2,2"
"a711f",11,2,2,4,4,2,2,7,4,3,24,32,NA,"2,2,4,4,2,2"
"b7150",11,2,2,4,4,2,2,7,4,4,24,32,NA,"2,2,4,4,2,2"
"bb4ea",11,2,2,4,4,2,2,7,4,2,24,32,NA,"2,2,4,4,2,2"
"bb8d0",11,NA,2,4,4,2,2,6,3,4,24,32,NA,"NA,2,4,4,2,2"
"bd209",11,2,2,4,4,2,2,7,4,2,24,32,NA,"2,2,4,4,2,2"
"c05b7",11,2,2,4,4,2,2,7,4,4,24,32,"W środę i czwartek jakość filmów była wspaniała, a w pozostałe dni umiarkowana","2,2,4,4,2,2"
"c42b6",11,2,2,4,4,2,2,7,4,3,24,32,NA,"2,2,4,4,2,2"
"c565b",11,2,2,4,4,2,2,7,4,3,24,32,NA,"2,2,4,4,2,2"
"d45b5",11,2,NA,4,4,2,2,6,3,3,24,32,NA,"2,NA,4,4,2,2"
"f0ed7",11,NA,2,4,4,2,2,6,3,3,24,32,NA,"NA,2,4,4,2,2"
"f1308",11,NA,2,4,NA,2,2,5,3,3,24,32,"Opinia dotyczy jedynie filmów z początku i końca tygodnia. Filmiki ze środka tygodnia miały bardzo dobrą jakość.","NA,2,4,NA,2,2"
"f75f6",11,2,NA,4,4,2,2,6,3,3,24,32,NA,"2,NA,4,4,2,2"
"f7c29",11,2,2,4,4,2,2,7,4,3,24,32,NA,"2,2,4,4,2,2"
"f865c",11,2,2,4,4,2,2,7,4,3,24,32,NA,"2,2,4,4,2,2"
"00c2c",12,2,2,2,2,4,4,7,4,3,19,33,NA,"2,2,2,2,4,4"
"023ce",12,2,2,2,NA,NA,4,5,3,3,19,33,"jakość filmów różniła się każdego dnia więc ciężko jest ocenić jakość filmów z całego tygodnia","2,2,2,NA,NA,4"
"0d293",12,2,2,2,2,4,4,7,4,3,19,33,NA,"2,2,2,2,4,4"
"27e23",12,2,2,2,2,4,4,7,4,2,19,33,NA,"2,2,2,2,4,4"
"365cd",12,2,2,2,2,4,4,7,4,3,19,33,NA,"2,2,2,2,4,4"
"3adab",12,2,2,2,2,4,4,7,4,3,19,33,NA,"2,2,2,2,4,4"
"40c71",12,2,2,2,2,4,4,7,4,3,19,33,NA,"2,2,2,2,4,4"
"4d5eb",12,NA,2,2,2,4,NA,5,3,3,19,33,NA,"NA,2,2,2,4,NA"
"50bf3",12,2,2,NA,2,4,4,6,3,4,19,33,NA,"2,2,NA,2,4,4"
"54ed7",12,2,2,2,2,NA,NA,5,4,3,19,33,NA,"2,2,2,2,NA,NA"
"5542e",12,2,2,2,2,4,4,7,4,3,19,33,NA,"2,2,2,2,4,4"
"559e2",12,2,2,2,2,4,NA,6,4,2,19,33,NA,"2,2,2,2,4,NA"
"57ea9",12,2,2,2,2,4,4,7,4,5,19,33,"Piątek i sobota wspaniała reszta dobra","2,2,2,2,4,4"
"5870e",12,NA,2,2,2,4,4,6,3,4,19,33,NA,"NA,2,2,2,4,4"
"5aa56",12,2,NA,2,2,4,4,6,3,3,19,33,NA,"2,NA,2,2,4,4"
"5c3d1",12,2,2,2,2,4,4,7,4,4,19,33,NA,"2,2,2,2,4,4"
"7d03b",12,2,2,2,2,4,4,7,4,2,19,33,"Poniedziałek-czwartek: słaba jakość 
Piątek-sobota: dobra jakość","2,2,2,2,4,4"
"88df4",12,2,2,2,2,4,4,7,4,3,19,33,"Tylko ostatnie dwa filmiki były dobrej jakości te poprzednie miały słabą ostrość i momentami obraz był słabo widoczny.","2,2,2,2,4,4"
"8a560",12,NA,2,2,2,4,4,6,3,4,19,33,NA,"NA,2,2,2,4,4"
"8caa8",12,2,2,2,2,4,NA,6,4,2,19,33,NA,"2,2,2,2,4,NA"
"9d7d1",12,2,NA,2,2,4,4,6,3,4,19,33,NA,"2,NA,2,2,4,4"
"a711f",12,2,2,2,2,4,4,7,4,3,19,33,NA,"2,2,2,2,4,4"
"bb4ea",12,2,NA,2,2,4,4,6,3,3,19,33,NA,"2,NA,2,2,4,4"
"bd209",12,2,2,2,2,4,4,7,4,2,19,33,NA,"2,2,2,2,4,4"
"c05b7",12,2,2,2,2,4,4,7,4,2,19,33,"W piątek i sobotę jakość filmów była lepsza","2,2,2,2,4,4"
"c42b6",12,2,2,2,2,4,4,7,4,4,19,33,NA,"2,2,2,2,4,4"
"c565b",12,2,2,2,2,4,4,7,4,3,19,33,NA,"2,2,2,2,4,4"
"d45b5",12,2,2,2,2,4,4,7,4,2,19,33,NA,"2,2,2,2,4,4"
"f0ed7",12,2,2,NA,2,4,4,6,3,4,19,33,NA,"2,2,NA,2,4,4"
"f1308",12,2,2,2,2,4,4,7,4,5,19,33,"Filmy wraz z kolejnymi dniami tygodnia miały co raz to lepszą jakość. Jeśli dobrze pamiętam, w środę film delikatnie się też przycinał.","2,2,2,2,4,4"
"f75f6",12,2,2,NA,2,4,4,6,3,3,19,33,NA,"2,2,NA,2,4,4"
"f7c29",12,NA,2,2,2,4,4,6,3,3,19,33,NA,"NA,2,2,2,4,4"
"f865c",12,2,2,2,2,4,4,7,4,3,19,33,NA,"2,2,2,2,4,4"
"00c2c",13,4,4,2,2,2,2,7,4,3,20,31,NA,"4,4,2,2,2,2"
"023ce",13,4,4,2,NA,NA,NA,4,1,3,20,31,"Jakość filmów różniła się każdego dnia","4,4,2,NA,NA,NA"
"0d293",13,4,4,2,2,2,2,7,4,3,20,31,NA,"4,4,2,2,2,2"
"27e23",13,4,4,2,2,2,2,7,4,3,20,31,NA,"4,4,2,2,2,2"
"365cd",13,4,NA,2,2,NA,NA,4,2,3,20,31,NA,"4,NA,2,2,NA,NA"
"3adab",13,4,4,2,2,2,NA,6,3,4,20,31,NA,"4,4,2,2,2,NA"
"3fe63",13,NA,4,NA,2,NA,2,4,2,2,20,31,NA,"NA,4,NA,2,NA,2"
"40c71",13,4,4,2,2,2,2,7,4,3,20,31,NA,"4,4,2,2,2,2"
"4d5eb",13,4,4,2,2,2,2,7,4,3,20,31,NA,"4,4,2,2,2,2"
"50bf3",13,4,NA,2,2,NA,2,5,3,4,20,31,NA,"4,NA,2,2,NA,2"
"54ed7",13,4,4,2,2,2,2,7,4,3,20,31,NA,"4,4,2,2,2,2"
"559e2",13,4,4,2,2,2,2,7,4,2,20,31,NA,"4,4,2,2,2,2"
"57ea9",13,4,4,2,2,2,2,7,4,4,20,31,"Poniedziałek i wtorek wspaniała reszta dobra","4,4,2,2,2,2"
"5870e",13,4,4,2,2,2,2,7,4,3,20,31,NA,"4,4,2,2,2,2"
"5aa56",13,4,4,2,2,2,2,7,4,3,20,31,NA,"4,4,2,2,2,2"
"5c3d1",13,4,4,2,NA,2,2,6,3,3,20,31,NA,"4,4,2,NA,2,2"
"7d03b",13,4,4,2,2,2,2,7,4,2,20,31,NA,"4,4,2,2,2,2"
"88df4",13,4,4,2,2,2,2,7,4,2,20,31,"Prawie wszystkie filmiki słabej jakości Może jeden lub dwa z początku tygodnia miały bardzo dobra jakość Pozostałe były nieostre a obraz rozmyty","4,4,2,2,2,2"
"898c1",13,4,NA,2,NA,2,2,5,3,3,20,31,NA,"4,NA,2,NA,2,2"
"8caa8",13,4,4,2,NA,2,2,6,3,2,20,31,NA,"4,4,2,NA,2,2"
"9d7d1",13,4,4,2,2,2,2,7,4,4,20,31,NA,"4,4,2,2,2,2"
"a711f",13,4,4,2,2,2,2,7,4,2,20,31,NA,"4,4,2,2,2,2"
"bd209",13,4,4,2,2,2,2,7,4,2,20,31,NA,"4,4,2,2,2,2"
"c05b7",13,4,4,2,2,2,2,7,4,2,20,31,NA,"4,4,2,2,2,2"
"c42b6",13,4,4,2,2,2,2,7,4,3,20,31,NA,"4,4,2,2,2,2"
"c565b",13,4,4,2,2,2,NA,6,3,3,20,31,NA,"4,4,2,2,2,NA"
"f0ed7",13,4,4,2,2,NA,2,6,3,4,20,31,NA,"4,4,2,2,NA,2"
"f1308",13,4,4,2,2,2,NA,6,3,3,20,31,"Początkiem i końcem tygodnia wyświetlane filmy były słabej jakości. Natomiast w środku tygodnia były zdecydowanie lepsze. W tym tygodniu chyba cały przedział jakości wideo był zaprezentowany, ale gdybym miał przyporządkować konkretną jakość do poszczególnych dni to chyba nie byłbym w stanie tego zrobić.","4,4,2,2,2,NA"
"f75f6",13,4,4,2,2,2,2,7,4,2,20,31,NA,"4,4,2,2,2,2"
"f7c29",13,4,4,2,2,2,2,7,4,2,20,31,NA,"4,4,2,2,2,2"
"f865c",13,4,4,2,2,2,2,7,4,2,20,31,NA,"4,4,2,2,2,2"
"00c2c",14,4,4,2,2,4,4,7,2,4,24,36,NA,"4,4,2,2,4,4"
"023ce",14,4,4,NA,2,4,4,6,1,3,24,36,NA,"4,4,NA,2,4,4"
"0d293",14,4,4,2,2,4,4,7,2,4,24,36,NA,"4,4,2,2,4,4"
"27e23",14,4,4,2,2,4,4,7,2,2,24,36,NA,"4,4,2,2,4,4"
"343ab",14,4,4,2,2,4,4,6,2,3,24,36,NA,"4,4,2,2,4,4"
"365cd",14,4,4,2,2,NA,4,6,2,4,24,36,NA,"4,4,2,2,NA,4"
"3adab",14,4,4,2,2,4,4,7,2,4,24,36,"Na początku tygodnia filmiki byłej złej/umiarkowanej jakości, ale pod koniec już były bardzo dobrej jakości","4,4,2,2,4,4"
"40c71",14,4,NA,2,2,4,4,6,2,4,24,36,NA,"4,NA,2,2,4,4"
"4d5eb",14,4,4,2,NA,NA,4,5,1,2,24,36,NA,"4,4,2,NA,NA,4"
"50bf3",14,NA,4,NA,2,4,NA,4,1,4,24,36,NA,"NA,4,NA,2,4,NA"
"54ed7",14,4,4,2,2,4,4,7,2,5,24,36,NA,"4,4,2,2,4,4"
"5542e",14,4,4,2,2,4,4,7,2,4,24,36,NA,"4,4,2,2,4,4"
"559e2",14,4,NA,2,2,4,4,6,2,4,24,36,NA,"4,NA,2,2,4,4"
"57ea9",14,4,4,2,2,4,4,7,2,5,24,36,"Środa i czwartek dobra reszta wspaniała","4,4,2,2,4,4"
"5870e",14,4,4,2,2,4,4,7,2,2,24,36,NA,"4,4,2,2,4,4"
"5aa56",14,4,4,NA,2,4,4,6,1,4,24,36,NA,"4,4,NA,2,4,4"
"5c3d1",14,4,4,2,2,4,4,7,2,4,24,36,NA,"4,4,2,2,4,4"
"7d03b",14,4,4,2,2,4,4,7,2,4,24,36,NA,"4,4,2,2,4,4"
"88df4",14,4,4,2,2,4,4,7,2,3,24,36,"Filmy były zazwyczaj dobrej i bardzo dobrej  jakości ale dwa filmy miały słabą ostrość  stąd ogólna ocena","4,4,2,2,4,4"
"898c1",14,4,4,2,2,4,4,7,2,3,24,36,"Na początku tygodnia jakość lepsza niż pod koniec. Miła odmiana od filmików z naturą ;)","4,4,2,2,4,4"
"8a560",14,4,4,2,2,4,4,7,2,3,24,36,NA,"4,4,2,2,4,4"
"8caa8",14,NA,4,2,NA,4,4,5,1,3,24,36,NA,"NA,4,2,NA,4,4"
"9d7d1",14,4,4,2,2,4,4,7,2,4,24,36,NA,"4,4,2,2,4,4"
"a711f",14,4,4,2,2,4,4,7,2,4,24,36,NA,"4,4,2,2,4,4"
"b7150",14,4,4,2,2,4,4,7,2,4,24,36,NA,"4,4,2,2,4,4"
"bb4ea",14,4,4,2,2,4,4,7,2,3,24,36,"Wszystkie filmy były w zwolnionym tempie.","4,4,2,2,4,4"
"bb8d0",14,4,4,2,NA,4,4,6,1,4,24,36,NA,"4,4,2,NA,4,4"
"bd209",14,4,4,2,2,4,4,7,2,3,24,36,NA,"4,4,2,2,4,4"
"c05b7",14,4,4,2,2,4,4,7,2,4,24,36,"W środę i czwartek jakość filmów była słaba, a w pozostałe dni wspaniała","4,4,2,2,4,4"
"c42b6",14,4,4,2,2,4,4,7,2,4,24,36,"Zmieniła się tematyka. W niektóre dni jakość była wspaniała, w niektóre słaba. Dlatego ogólna ocena dobra.","4,4,2,2,4,4"
"c565b",14,4,4,2,2,4,4,7,2,3,24,36,NA,"4,4,2,2,4,4"
"d45b5",14,4,4,2,2,4,4,7,2,3,24,36,NA,"4,4,2,2,4,4"
