"external_id","date","video","q1","q2"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-01T19:02:40.620000+02:00","040_vmaf99_banksterzy.mp4","5","5"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-02T22:11:56.652000+02:00","041_vmaf99_polot.mp4","2","4"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-03T21:06:22.972000+02:00","042_vmaf99_zieja.mp4","3","4"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-04T21:16:36.375000+02:00","043_vmaf99_lato.mp4","3","5"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-06T22:34:48.636000+02:00","045_vmaf95_underdog.mp4","5","4"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-07T22:28:44.066000+02:00","046_vmaf90_kobietymafii2.mp4","4","4"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-08T20:48:52.784000+02:00","047_vmaf85_bozecialo.mp4","4","2"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-09T22:13:20.971000+02:00","048_vmaf80_gangsterem.mp4","5","2"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-10T22:07:53.757000+02:00","049_vmaf75_polityka.mp4","5","2"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-12T22:01:47.195000+02:00","051_vmaf65_pilsudzki.mp4","3","1"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-14T21:13:54.880000+02:00","053_vmaf55_mercedes.mp4","4","1"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-15T22:32:45.895000+02:00","054_vmaf50_szczescie.mp4","5","1"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-16T23:16:41.615000+02:00","055_vmaf45_amatorzy.mp4","5","1"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-17T22:38:02.640000+02:00","056_vmaf40_gold.mp4","4","1"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-18T21:38:36.115000+02:00","057_vmaf35_samiecalfa.mp4","3","1"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-19T23:41:09.674000+02:00","058_vmaf30_wyszynski.mp4","4","2"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-20T22:50:53.407000+02:00","059_vmaf25_sciema.mp4","3","1"
"023ce0e55c3466b9701883629c82cdccb681d1135a0111f4e28dee67306a59ef","2022-07-21T23:30:45.811000+02:00","060_vmaf20_prosterzeczy.mp4","4","1"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-05-20T21:35:08.257000+02:00","031_vmaf99_zenek.mp4","2","4"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-05-21T09:33:14.467000+02:00","032_vmaf99_psy3.mp4","5","5"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-05-22T13:16:28.648000+02:00","033_vmaf99_25lat.mp4","4","5"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-05-23T00:03:29.450000+02:00","034_vmaf99_jaknajdalej.mp4","4","5"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-05-24T10:12:43.601000+02:00","035_vmaf99_snieg.mp4","5","5"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-05-25T13:53:39.762000+02:00","036_vmaf99_magnezja.mp4","3","4"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-05-26T00:22:35.268000+02:00","037_vmaf99_quebo.mp4","3","3"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-05-27T07:44:20.551000+02:00","038_vmaf99_komers.mp4","5","4"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-05-28T13:48:02.144000+02:00","039_vmaf99_sweat.mp4","4","4"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-05-29T11:53:01.482000+02:00","040_vmaf99_banksterzy.mp4","3","5"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-05-30T10:36:32.776000+02:00","041_vmaf99_polot.mp4","4","4"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-05-31T13:23:08.833000+02:00","042_vmaf99_zieja.mp4","4","5"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-01T09:26:09.279000+02:00","043_vmaf99_lato.mp4","3","4"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-02T18:40:44.510000+02:00","044_vmaf99_samobojcy.mp4","4","5"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-03T10:40:21.553000+02:00","045_vmaf95_underdog.mp4","3","5"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-04T11:11:06.131000+02:00","046_vmaf90_kobietymafii2.mp4","4","4"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-06T16:23:08.253000+02:00","048_vmaf80_gangsterem.mp4","4","4"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-07T19:36:23.928000+02:00","049_vmaf75_polityka.mp4","3","4"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-08T18:36:27.800000+02:00","050_vmaf70_kurier.mp4","3","4"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-09T08:39:57.817000+02:00","051_vmaf65_pilsudzki.mp4","3","4"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-10T08:53:58.543000+02:00","052_vmaf60_milionera.mp4","3","4"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-11T10:25:56.215000+02:00","053_vmaf55_mercedes.mp4","5","3"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-12T12:57:56.719000+02:00","054_vmaf50_szczescie.mp4","3","4"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-13T08:00:41.795000+02:00","055_vmaf45_amatorzy.mp4","3","4"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-14T08:36:25.751000+02:00","056_vmaf40_gold.mp4","3","3"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-15T23:01:36.241000+02:00","057_vmaf35_samiecalfa.mp4","4","3"
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-16T14:30:19.823000+02:00","058_vmaf30_wyszynski.mp4",NA,NA
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-17T12:07:07.530000+02:00","059_vmaf25_sciema.mp4",NA,NA
"0d2931283511ad80a8f66727d56f0f6c964a1be999a35e2c4df4f0ba3b25a974","2022-06-18T10:32:58.659000+02:00","060_vmaf20_prosterzeczy.mp4",NA,NA
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-05-20T05:55:34.647000+02:00","031_vmaf99_zenek.mp4","5","4"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-05-21T12:45:15.814000+02:00","032_vmaf99_psy3.mp4","5","4"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-05-22T11:18:41.388000+02:00","033_vmaf99_25lat.mp4","2","4"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-05-23T05:47:35.399000+02:00","034_vmaf99_jaknajdalej.mp4","5","4"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-05-24T05:53:52.560000+02:00","035_vmaf99_snieg.mp4","5","5"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-05-25T05:55:13.725000+02:00","036_vmaf99_magnezja.mp4","5","5"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-05-26T06:01:58.672000+02:00","037_vmaf99_quebo.mp4","5","5"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-05-27T06:00:49.674000+02:00","038_vmaf99_komers.mp4","5","4"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-05-28T14:15:27.439000+02:00","039_vmaf99_sweat.mp4","2","5"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-05-29T13:36:14.114000+02:00","040_vmaf99_banksterzy.mp4","5","4"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-05-30T05:46:39.463000+02:00","041_vmaf99_polot.mp4","5","5"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-05-31T05:54:47.786000+02:00","042_vmaf99_zieja.mp4","5","4"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-01T06:04:33.645000+02:00","043_vmaf99_lato.mp4","5","4"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-02T06:35:13.260000+02:00","044_vmaf99_samobojcy.mp4","5","4"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-03T06:09:17.931000+02:00","045_vmaf95_underdog.mp4","4","5"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-04T09:04:15.322000+02:00","046_vmaf90_kobietymafii2.mp4","1","4"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-06T20:29:03.674000+02:00","048_vmaf80_gangsterem.mp4","5","2"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-07T06:01:55.921000+02:00","049_vmaf75_polityka.mp4","3","3"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-08T06:02:20.964000+02:00","050_vmaf70_kurier.mp4","4","2"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-09T05:54:02.689000+02:00","051_vmaf65_pilsudzki.mp4","4","2"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-10T06:03:54.850000+02:00","052_vmaf60_milionera.mp4","4","1"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-11T09:18:18.701000+02:00","053_vmaf55_mercedes.mp4","4","1"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-12T11:58:39.147000+02:00","054_vmaf50_szczescie.mp4","5","1"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-13T05:46:01.934000+02:00","055_vmaf45_amatorzy.mp4","1","1"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-14T06:14:31.286000+02:00","056_vmaf40_gold.mp4","4","1"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-15T05:58:11.132000+02:00","057_vmaf35_samiecalfa.mp4","1","1"
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-16T08:59:11.558000+02:00","058_vmaf30_wyszynski.mp4",NA,NA
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-17T09:17:08.894000+02:00","059_vmaf25_sciema.mp4",NA,NA
"27e23d190f3cd2fd0fd0f0b2a373898e07a9829b9edb307b1f146c0ed2634660","2022-06-18T06:46:45.920000+02:00","060_vmaf20_prosterzeczy.mp4",NA,NA
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-03T01:09:53.600000+02:00","031_vmaf99_zenek.mp4","2","5"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-04T17:21:29.059000+02:00","032_vmaf99_psy3.mp4","4","4"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-06T15:03:43.333000+02:00","034_vmaf99_jaknajdalej.mp4","5","5"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-07T00:30:59.183000+02:00","035_vmaf99_snieg.mp4","5","4"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-09T00:47:58.500000+02:00","037_vmaf99_quebo.mp4","5","5"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-10T22:17:13.283000+02:00","038_vmaf99_komers.mp4","3","5"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-11T00:26:49.474000+02:00","039_vmaf99_sweat.mp4","4","5"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-12T13:36:54.276000+02:00","040_vmaf99_banksterzy.mp4","1","2"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-13T00:09:15.953000+02:00","041_vmaf99_polot.mp4","4","3"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-14T06:02:06.336000+02:00","042_vmaf99_zieja.mp4","1","2"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-15T23:36:21.373000+02:00","043_vmaf99_lato.mp4","5","4"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-16T16:23:15.677000+02:00","044_vmaf99_samobojcy.mp4","4","4"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-18T01:51:54.498000+02:00","046_vmaf90_kobietymafii2.mp4",NA,NA
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-19T01:42:24.631000+02:00","047_vmaf85_bozecialo.mp4",NA,NA
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-20T00:26:37.853000+02:00","048_vmaf80_gangsterem.mp4",NA,NA
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-22T00:05:44.441000+02:00","050_vmaf70_kurier.mp4","3","1"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-23T00:22:47.202000+02:00","051_vmaf65_pilsudzki.mp4","3","3"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-24T18:24:33.235000+02:00","052_vmaf60_milionera.mp4","2","4"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-26T23:59:10.455000+02:00","054_vmaf50_szczescie.mp4","1","4"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-28T23:50:17.227000+02:00","056_vmaf40_gold.mp4","1","2"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-06-30T00:18:47.476000+02:00","058_vmaf30_wyszynski.mp4","1","3"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-07-01T00:01:41.499000+02:00","059_vmaf25_sciema.mp4","2","2"
"343ab3af9c806c97a240534e27177c3230347c333dd171df36f0593ac53c2bef","2022-07-02T12:41:44.246000+02:00","060_vmaf20_prosterzeczy.mp4","1","1"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-06-22T11:39:52.159000+02:00","031_vmaf99_zenek.mp4","3","4"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-06-23T21:09:35.392000+02:00","032_vmaf99_psy3.mp4","5","4"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-06-24T21:27:53.925000+02:00","033_vmaf99_25lat.mp4","4","4"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-06-25T21:04:43.853000+02:00","034_vmaf99_jaknajdalej.mp4","2","4"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-06-26T21:03:06.147000+02:00","035_vmaf99_snieg.mp4","5","5"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-06-27T21:04:34.456000+02:00","036_vmaf99_magnezja.mp4","4","5"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-06-28T15:59:25.220000+02:00","037_vmaf99_quebo.mp4","3","3"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-06-29T20:52:41.844000+02:00","038_vmaf99_komers.mp4","4","4"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-06-30T20:51:57.877000+02:00","039_vmaf99_sweat.mp4","3","4"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-01T22:03:16.695000+02:00","040_vmaf99_banksterzy.mp4","1","4"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-02T21:02:21.266000+02:00","041_vmaf99_polot.mp4","3","4"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-03T21:46:03.359000+02:00","042_vmaf99_zieja.mp4","5","4"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-04T21:18:17.256000+02:00","043_vmaf99_lato.mp4","4","5"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-05T22:56:21.111000+02:00","044_vmaf99_samobojcy.mp4","4","5"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-06T21:02:19.668000+02:00","045_vmaf95_underdog.mp4","4","4"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-07T20:42:02.378000+02:00","046_vmaf90_kobietymafii2.mp4","3","3"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-08T17:30:38.550000+02:00","047_vmaf85_bozecialo.mp4","3","5"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-09T20:19:30.169000+02:00","048_vmaf80_gangsterem.mp4","2","4"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-10T21:47:28.522000+02:00","049_vmaf75_polityka.mp4","2","4"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-11T19:24:13.733000+02:00","050_vmaf70_kurier.mp4","1","2"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-12T16:43:05.833000+02:00","051_vmaf65_pilsudzki.mp4","1","2"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-13T21:22:59.013000+02:00","052_vmaf60_milionera.mp4","1","1"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-14T21:36:57.960000+02:00","053_vmaf55_mercedes.mp4","3","1"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-15T22:40:13.493000+02:00","054_vmaf50_szczescie.mp4","1","2"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-16T21:32:26.359000+02:00","055_vmaf45_amatorzy.mp4","4","3"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-17T21:25:44.010000+02:00","056_vmaf40_gold.mp4","1","1"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-19T20:59:53.698000+02:00","058_vmaf30_wyszynski.mp4","3","1"
"365cd8d2ef1e83df0e3e669be7007f24a216f23c02947c14aa7bcf3808b8c015","2022-07-21T08:45:07.462000+02:00","060_vmaf20_prosterzeczy.mp4","4","2"
"3adab39bb413fb7de07f5457eebecb6c21d08f5b9a45ef46995a4017fbcdab1f","2022-06-22T23:04:04.763000+02:00","031_vmaf99_zenek.mp4","3","5"
